title,artist,genre,bpm,energy,dance
Mi Tango Triste,Anibal Troilo y su orquesta,tango,177.934,0.206,0.469
Vacío,Didi Gutman,tango,111.961,0.274,0.502
Quejas de bandoneon,Orquesta Juan D Arienzo,tango,128.01,0.382,0.629
De Antaño,Juan DArienzo,tango,117.016,0.624,0.692
Adios Muchachos,Carlos Gardel,tango,114.639,0.293,0.615
La Muchacha del Arrabal,Carlos Gardel,tango,127.754,0.349,0.599
Giovanni Tranquillo - Live,Quadro Nuevo,tango,125.554,0.214,0.657
Estampilla - Digitally Remastered Original,Azucena Maizani,tango,65.403,0.277,0.772
Remembranza,Romántica Milonguera,tango,129.815,0.515,0.437
Después,Miguel Calo,tango,122.321,0.2,0.647
Garúa,Aníbal Troilo,tango,109.862,0.376,0.502
Sombras Nada Mas,Carlos Lombardi,tango,118.562,0.297,0.479
Mi Morocha,Ricardo Tanturi,tango,110.251,0.487,0.783
Cambalache (Remastered 2022),Carlos Gardel,tango,116.407,0.367,0.6
Casas Viejas,Charlo,tango,71.419,0.176,0.48
Milonga Sentimental (Remastered 2022),Carlos Gardel,tango,97.226,0.17,0.708
El Firulete,Francisco Canaro,tango,87.262,0.612,0.74
El Flete,Juan DArienzo y su Orquesta Típica,tango,133.018,0.381,0.848
Besos Brujos,Libertad Lamarque,tango,96.127,0.245,0.586
La colegiala,Enrique Rodríguez,tango,165.052,0.246,0.651
Café Domínguez,Angel DAgostino,tango,123.215,0.424,0.55
Cristal (with Orquesta Tipica Porteña),Roberto Goyeneche,tango,112.474,0.491,0.436
Malena,Carlos Lombardi,tango,116.827,0.327,0.317
Los mareados,Orquesta Color Tango De Roberto Alvarez,tango,108.973,0.273,0.444
No Te Apures Carablanca,Ignacio Corsini,tango,112.368,0.323,0.592
Esta Noche Me Emborracho (Remastered 2022),Carlos Gardel,tango,129.184,0.365,0.706
La Brisa,Alfredo De Angelis,tango,124.398,0.346,0.526
Milonga Sentimental,Carlos Lombardi,tango,103.82,0.396,0.537
Despues De Esta Cancion (with Leopoldo Federico y Su Orquesta),Julio Sosa,tango,111.044,0.666,0.435
De Barro (En Directo),Roberto Goyeneche,tango,121.491,0.596,0.47
Nocturno de Mi Barrio / Ese Muchacho Troilo (En Directo),Roberto Goyeneche,tango,105.794,0.515,0.541
Canzoneta,Juan DArienzo,tango,126.393,0.337,0.439
Sentimiento gaucho,Juan DArienzo,tango,126.597,0.381,0.579
Del Tiempo Guapo,Aníbal Troilo,tango,112.68,0.637,0.66
Scent of a Woman: Tango (Por Una Cabeza),Carlos Gardel,tango,118.069,0.134,0.349
Anclao En Paris,Rubén Juárez,tango,109.941,0.354,0.501
Secreto,Aníbal Arias,tango,127.876,0.198,0.491
Bailemos,Carlos Di Sarli y su Orquesta Típica,tango,110.986,0.336,0.532
Adiós Nonino,Cacho Tirao,tango,75.955,0.372,0.516
La Piel de la Ciudad,Julieta Laso,tango,173.932,0.42,0.339
Andalusia,Teemu Roivainen,tango,126.043,0.745,0.529
Milonga criolla - Remastered,Francisco Canaro Y Su Orquesta Tipica,tango,167.693,0.318,0.506
Felicia,Solo Tango Orquesta,tango,147.456,0.423,0.486
Silencio,Carlos Gardel,tango,113.349,0.315,0.459
La Última Copa,Ada Falcón,tango,76.798,0.301,0.543
Maldito cabaret,Pepe Aguirre,tango,128.12,0.205,0.538
Amelitango,Astor Piazzolla,tango,121.449,0.34,0.54
Caminito,Orquesta El Arranque,tango,113.062,0.273,0.418
Citè tango,Astor Piazzolla,tango,119.592,0.25,0.574
Caminito,Jorge Sobral,tango,112.059,0.341,0.358
Tal vez será su voz,Lidia Borda,tango,83.565,0.295,0.343
Solamente Ella,Lucio Demare,tango,122.297,0.177,0.559
Hasta Siempre Amor,Donato Racciatti y Su Orquesta Típica,tango,132.441,0.279,0.565
Rosa de otoño (Vals),Nelly Omar,tango,99.091,0.351,0.514
Atenti Pebeta - Remasterizado,Julio Martel,tango,129.024,0.45,0.623
Esta Noche de Luna - En Vivo,Ariel Ardit,tango,118.476,0.421,0.488
El dia que me quieras,Carlos Gardel,tango,62.586,0.302,0.391
Amargura,Carlos Lombardi,tango,55.846,0.346,0.511
El Choclo,Fulvio Salamanca Y Orquesta,tango,127.199,0.251,0.558
Piazzolla: Histoire du tango: II. Café 1930,Astor Piazzolla,tango,79.733,0.0547,0.268
En un Feca,Adriana Varela,tango,112.709,0.376,0.688
Mi Buenos Aires Querido,Osvaldo Fresedo y su Orquesta Típica,tango,113.62,0.348,0.347
Ciego,Francisco Canaro,tango,119.439,0.174,0.686
"Piazzolla: Estaciónes porteñas: No. 4, Primavera porteña",Astor Piazzolla,tango,135.75,0.0449,0.6
El Flete,Juan DArienzo and his Orchestra,tango,132.616,0.341,0.883
Secreto,Carlos Gardel,tango,123.223,0.3,0.733
Adiós Muchachos (Remastered 2022),Carlos Gardel,tango,70.578,0.311,0.714
Todo,Pedro Laurenz,tango,127.968,0.394,0.597
Caserón De Tejas,Maria Graña,tango,82.059,0.254,0.303
Los Cosos de al Lao,Adriana Varela,tango,108.143,0.458,0.49
Bien Bohemio - En Vivo,Julio Sosa,tango,119.611,0.636,0.509
Rosas de Otoño,Nelly Omar,tango,100.594,0.422,0.495
Niittykukkaset,Reijo Taipale,tango,158.98,0.441,0.412
Adios Muchachos (Remasterizado 2022),Carlos Gardel,tango,62.799,0.206,0.743
Por Qué Canto Asi,Julio Sosa,tango,121.789,0.457,0.413
Nostalgias - Remastered,Libertad Lamarque,tango,90.269,0.163,0.323
Volver - Remastered,Libertad Lamarque,tango,120.807,0.233,0.495
Los Muchachos Peronistas,Hugo Del Carril,tango,119.901,0.435,0.685
A Mi No Me Cambia Nadie,Tita Merello,tango,61.541,0.365,0.479
Que Tiempo Aquel,Francisco Lomuto,tango,95.609,0.542,0.868
Finale - Tango Apasionado,Astor Piazzolla,tango,95.602,0.0748,0.295
Mentiras,Osvaldo Pugliese y su Orquesta,tango,113.956,0.244,0.402
Derecho Viejo,Osvaldo Pugliese,tango,122.469,0.262,0.559
La Cumparsita - Remastered,Carlos Gardel,tango,119.352,0.156,0.447
A La Gran Muñeca,Orquesta Tipica Buenos Aires,tango,120.089,0.283,0.64
Besame mucho,Romántica Milonguera,tango,123.087,0.467,0.522
La yumba,Osvaldo Pugliese,tango,120.971,0.405,0.664
Barrio de Tango,Aníbal Troilo,tango,111.107,0.395,0.48
Mano a Mano,Lidia Borda,tango,108.054,0.465,0.553
Mariposita,Otros Aires,tango,84.993,0.52,0.614
Una Emocion,Ricardo Tanturi,tango,126.237,0.369,0.594
Mimi Pinson (with Gran Orquesta Típica OTRA),Omar Mollo,tango,101.62,0.448,0.454
Bandoneón Arrabalero,Carlos Gardel,tango,122.732,0.477,0.655
Ámbar Violeta,Julieta Laso,tango,113.59,0.364,0.487
Abandono,Pedro Laurenz,tango,130.27,0.402,0.546
Luna de Abril,Carlos Roldán,tango,140.021,0.53,0.682
Romance De Barrio,Anibal Troilo y su orquesta,tango,99.227,0.5,0.494
Barrio De Tango (with Roberto Goyeneche),Aníbal Troilo Y Su Orquesta Típica,tango,112.903,0.373,0.474
Muchacha de Cafétin,Edgardo Donato,tango,139.792,0.293,0.669
El Morocho y el Oriental,Adriana Varela,tango,99.9,0.373,0.703
De floreo,Tango Bardo,tango,115.884,0.431,0.507
Sacale Punta,Edgardo Donato,tango,93.028,0.334,0.687
Biromes y Servilletas,Soledad Villamil,tango,109.008,0.455,0.684
El Simpático,Juan DArienzo,tango,133.119,0.501,0.651
Piazzolla: Los pajaros perdidos,Astor Piazzolla,tango,80.088,0.13,0.383
Maquillaje (with Atilio Stampone y su Orquesta Tipica),Roberto Goyeneche,tango,114.739,0.264,0.46
Desde El Alma,Los Reyes Del Tango,tango,108.915,0.445,0.584
De la Canilla,Adriana Varela,tango,112.516,0.559,0.633
Fuga y Misterio/Tangata,Sexteto Mayor,tango,131.825,0.183,0.388
Poika varjoiselta kujalta - Guaglione,Olavi Virta,tango,129.651,0.313,0.484
Quejas de bandoneón,Aníbal Troilo,tango,120.747,0.323,0.368
Mano a mano,Hugo Del Carril,tango,133.682,0.407,0.571
Caminito,Carlos Gardel,tango,124.447,0.472,0.718
Maailmanloppu,Marko Maunuksela,tango,141.052,0.681,0.605
Jugando jugando,Sexteto Mayor,tango,102.907,0.393,0.512
Trasnochando,Miguel Calo,tango,124.481,0.13,0.66
Caserón de Tejas (feat. Jorge Calandrelli),Maria Graña,tango,92.64,0.121,0.444
Rakastan enemmän sua kuin ketään ennen,Teemu Roivainen,tango,183.691,0.649,0.247
Isla de Capri,Alberto Gomez,tango,113.009,0.12,0.511
Cabulero,Orquesta Color Tango De Roberto Alvarez,tango,110.998,0.224,0.582
Algo contigo,Romántica Milonguera,tango,126.958,0.505,0.481
Milonga Sentimental,Mercedes Simone,tango,93.616,0.306,0.775
La Cumparsita,La Juan DArienzo,tango,134.285,0.212,0.656
La Yumba,Osvaldo Pugliese,tango,121.288,0.285,0.802
Garufa,Agustín Irusta,tango,62.874,0.434,0.428
Entre Sueños (with Leopoldo Federico y Su Orquesta),Julio Sosa,tango,114.599,0.601,0.519
Botines Viejos,Ignacio Corsini,tango,132.247,0.36,0.53
Che Bandoneón (with Trio Baffa-Berlingieri),Roberto Goyeneche,tango,112.197,0.523,0.569
Cambalache,Rubén Juárez,tango,115.227,0.256,0.585
Adios Pampa Mía,Orquesta Tipica Buenos Aires,tango,122.267,0.262,0.715
Bandoneón arrabalero,Aníbal Troilo,tango,112.292,0.492,0.395
Loca,Solo Tango Orquesta,tango,149.324,0.414,0.454
Corazón Maldito,Julieta Laso,tango,206.356,0.276,0.286
El Corazón al Sur,Eladia Blazquez,tango,72.28,0.352,0.463
Muñeca Brava,Carlos Gardel,tango,128.489,0.261,0.712
Porque no te tengo más,Alberto Morán,tango,115.115,0.362,0.445
Flor De Lino,Aníbal Troilo,tango,99.845,0.373,0.5
Sambadi Didi,Quadro Nuevo,tango,170.983,0.292,0.525
No Mientas,Pablo Valle Sexteto,tango,137.345,0.334,0.783
Malena,Adriana Varela,tango,96.268,0.209,0.488
Tal Vez Sera Su Voz,Lucio Demare,tango,122.35,0.259,0.569
Canaro in Paris,Solo Tango Orquesta,tango,144.347,0.458,0.455
La Bruja,Juan DArienzo,tango,140.428,0.375,0.701
La Uva,La Chicana,tango,111.42,0.38,0.533
Cuartito Azul - Remasterizado,Ignacio Corsini,tango,53.17,0.109,0.47
Afiche,Adriana Varela,tango,84.737,0.249,0.484
Negrito,Francisco Canaro,tango,78.336,0.609,0.626
Cambalache,Carlos Lombardi,tango,121.601,0.312,0.576
Buscándote,Sexteto Milonguero,tango,129.974,0.337,0.468
Pero Yo Sé,Adriana Varela,tango,115.973,0.324,0.538
Silencio (Remastered 2022),Carlos Gardel,tango,115.526,0.125,0.726
La Violetera,Carlos Gardel,tango,62.639,0.391,0.597
Tango a Pugliese,Orquesta Color Tango De Roberto Alvarez,tango,108.842,0.187,0.58
Barrio de Tango,Adriana Varela,tango,112.865,0.441,0.469
Cuesta Abajo,Hugo Díaz,tango,101.855,0.471,0.569
Mano a Mano,Julio Sosa,tango,113.816,0.648,0.446
Soy Aquel Viajero,Carlos Di Sarli,tango,119.398,0.388,0.505
Cambalache,Armando Pontier,tango,120.409,0.569,0.664
Maquillaje,Adriana Varela,tango,107.254,0.15,0.685
Ausencia,Amores Tangos,tango,99.782,0.133,0.448
Caminito (Remastered 2022),Carlos Gardel,tango,123.598,0.255,0.745
Chau... No Va Más...! (with Atilio Stampone y su Orquesta Tipica),Roberto Goyeneche,tango,104.308,0.402,0.416
Dicen Que Dicen,Julio Sosa,tango,118.532,0.566,0.479
Oro Y Plata,La Chicana,tango,104.918,0.69,0.606
Soñar Nada Mas,Alfredo De Angelis,tango,103.781,0.387,0.492
La Milonga de Mis Tiempos,Francisco Canaro,tango,100.123,0.372,0.604
Milonga Cardinal,Amores Tangos,tango,105.922,0.421,0.693
Maquillaje,Orquesta Tipica Fernandez Fierro,tango,113.823,0.278,0.508
"Azúcar, Pimienta y Sal (with Jorge Falcón & Fernando Soler)",Héctor Varela,tango,104.123,0.396,0.708
Felicia,Alfredo De Angelis,tango,120.547,0.397,0.684
Mano a Mano (with Leopoldo Federico y Su Orquesta),Julio Sosa,tango,117.09,0.718,0.518
Maldito Corazón,Alfredo De Angelis,tango,104.778,0.39,0.565
Uno,Edmundo Rivero,tango,122.512,0.489,0.433
Cuartito azul,Argentino Ledesma,tango,115.209,0.452,0.469
Corrientes Y Esmeralda,Osvaldo Pugliese,tango,117.023,0.343,0.637
María Va,Raúl Lavié,tango,105.108,0.289,0.354
Duerme mi Niño,Rodolfo Biagi Y Su Orquesta Tipica,tango,120.525,0.376,0.559
Se Acabaron Los Otarios,Carlos Gardel,tango,70.912,0.23,0.668
Tormento,Charlo,tango,89.282,0.274,0.589
Soñar Y Nada Más,Aníbal Troilo Y Su Orquesta Típica,tango,188.773,0.542,0.331
Quedemonos aqui,Jose Basso,tango,117.738,0.266,0.437
Pensando en ti,Pepe Aguirre,tango,99.378,0.259,0.585
Contame Una Historia,Rubén Juárez,tango,172.003,0.213,0.446
Lunta,Marko Maunuksela,tango,132.166,0.263,0.314
Don Agustín - Remastered,Osvaldo Pugliese,tango,113.231,0.428,0.427
Este Es el Rey,La Juan DArienzo,tango,136.395,0.319,0.529
Y Todavía Te Quiero,Osvaldo Pugliese,tango,105.066,0.282,0.447
Caminito - Remastered,Carlos Gardel,tango,122.807,0.338,0.706
Zurdo,Roberto Goyeneche,tango,117.863,0.28,0.483
El Arranque - Instrumental,Osvaldo Pugliese,tango,120.619,0.105,0.613
Nostalgias,Florindo Sassone Y Su Orquesta,tango,112.304,0.214,0.479
La Cumparsita (Remastered 2022),Carlos Gardel,tango,122.689,0.216,0.718
Soy Una Fiera,Carlos Gardel,tango,177.603,0.386,0.595
Yira...Yira (with Atilio Stampone y su Orquesta Tipica),Roberto Goyeneche,tango,112.889,0.376,0.407
Para Que Te Quiero Tanto,Domingo Federico,tango,125.822,0.2,0.651
Ventarrón (Remastered 2022),Carlos Gardel,tango,174.925,0.161,0.619
Alla Etelän Taivaan,Jaska Mäkynen,tango,102.544,0.552,0.558
No te quiero más,Juan DArienzo y su Orquesta Típica,tango,125.166,0.369,0.52
Fueye,Aníbal Troilo Y Su Orquesta Típica,tango,111.782,0.369,0.479
Tomo y Obligo (Remastered 2022),Carlos Gardel,tango,112.507,0.169,0.713
"Piazzolla: Estaciónes porteñas: No. 3, Invierno porteño",Astor Piazzolla,tango,97.574,0.0977,0.475
Enrico Iv,Astor Piazzolla,tango,86.647,0.564,0.487
Alma De Loca,Roberto Goyeneche,tango,105.272,0.706,0.439
Satumaa,Reijo Taipale,tango,121.18,0.324,0.783
"Yira, Yira",Carlos Gardel,tango,120.282,0.473,0.66
Pedacito de Cielo,Miguel Calo,tango,104.077,0.287,0.706
Jamás Retornarás,Miguel Calo,tango,121.063,0.304,0.7
Ninguna,Jorge Falcón,tango,98.166,0.354,0.344
Corazón No Le Hagas Caso,Miguel Calo,tango,118.783,0.393,0.657
Desencuentro (En Directo),Roberto Goyeneche,tango,90.329,0.53,0.447
Como Se Pianta la Vida,Enrique Rodríguez,tango,139.476,0.456,0.661
Fangal,Edmundo Rivero,tango,116.008,0.39,0.485
Un Tropezón (with Sexteto Tango),Roberto Goyeneche,tango,111.575,0.461,0.561
"Che Papusa, Oí!... (with Orquesta Tipica Porteña)",Roberto Goyeneche,tango,111.388,0.524,0.504
Ensueños - Tango,Quinteto Real,tango,120.046,0.727,0.574
Fuimos,Romántica Milonguera,tango,130.646,0.533,0.43
Nada,Romántica Milonguera,tango,130.771,0.621,0.408
Besos brujos,Romántica Milonguera,tango,128.272,0.332,0.607
Mañana Zarpa un Barco,Lucio Demare,tango,116.033,0.371,0.702
Union Civica,Los Muchachos De Antes,tango,91.864,0.432,0.783
Plage À Trois,Quadro Nuevo,tango,120.941,0.192,0.482
Quiero verte una vez mas,Romántica Milonguera,tango,129.43,0.467,0.444
La ultima copa,Alberto Morán,tango,111.962,0.244,0.494
Malena,Lucio Demare,tango,126.043,0.298,0.63
Junto a tu corazon,Romántica Milonguera,tango,131.66,0.47,0.476
La cumparsita,Nelly Omar,tango,60.748,0.339,0.545
Tiramisu,Bassa,tango,123.529,0.395,0.557
Cabaret,Adriana Varela,tango,125.26,0.201,0.59
Dichas Que Viví,Sexteto Milonguero,tango,98.151,0.543,0.601
Quejas De Bandoneón,Anibal Troilo y su orquesta,tango,73.609,0.338,0.313
Malevaje,Adriana Varela,tango,111.967,0.294,0.656
Sun Will Shine Again,Quadro Nuevo,tango,81.794,0.397,0.603
El Lloron,Francisco Canaro,tango,162.371,0.375,0.606
Percal,Carlos Lombardi,tango,119.658,0.315,0.595
Celos,Florindo Sassone Y Su Orquesta,tango,117.914,0.32,0.492
Desde el Alma,Francisco Canaro,tango,100.526,0.342,0.448
El Ingeniero - 2ª Versión,Carlos Di Sarli y su Orquesta Típica,tango,119.2,0.383,0.634
Sur,Susana Rinaldi,tango,164.744,0.161,0.327
A media luz,Hugo Del Carril,tango,173.66,0.471,0.505
Punatukkaiselle tytölleni,Olavi Virta,tango,108.927,0.403,0.41
Salgán: Don Agustín Bardi,Horacio Salgán,tango,106.989,0.276,0.673
El Punal Sevillano,Alberto Gomez,tango,126.201,0.276,0.748
Dejame Así,Alfredo De Angelis,tango,120.308,0.271,0.623
Sus Ojos se Cerraron,Carlos Lombardi,tango,119.086,0.339,0.491
Este es el Rey,Tango Bardo,tango,146.301,0.493,0.528
De Floreo,Orquesta Color Tango De Roberto Alvarez,tango,117.286,0.219,0.564
Como Tu Cariño (with Rodolfo Lesica & Argentino Ledesma),Héctor Varela y su Orquesta Típica,tango,99.404,0.448,0.611
Bandonéon Arrabalero,Carlos Lombardi,tango,115.015,0.272,0.545
Tirana Unitaria,Ignacio Corsini,tango,102.689,0.436,0.675
"Yira, yira - Remastered",Edmundo Rivero,tango,124.531,0.268,0.58
Una Canción para la Magdalena,Adriana Varela,tango,127.877,0.279,0.499
Copa De Ajenjo,Tita Merello,tango,124.561,0.25,0.542
Betinotti,Ignacio Corsini,tango,83.173,0.332,0.542
Tipi Tipi Tin,Libertad Lamarque,tango,102.764,0.121,0.661
Cuartito Azul - Remastered,Francisco Canaro,tango,131.227,0.296,0.554
Uno - Remastered,Libertad Lamarque,tango,120.456,0.187,0.433
El Choclo,Alberto Castillo,tango,125.237,0.467,0.602
Malena,Edmundo Rivero,tango,99.928,0.306,0.406
Chorra,Edmundo Rivero,tango,116.956,0.485,0.571
Esta Noche Me Emborracho - Remastered,Edmundo Rivero,tango,63.78,0.563,0.313
Prologue - Tango Apasionada,Astor Piazzolla,tango,202.564,0.116,0.366
Toca tango,Tango Negro Trio,tango,108.408,0.445,0.755
Yo Te Bendigo,Aníbal Troilo,tango,117.768,0.409,0.494
La Noche Que Me Esperes,Osvaldo Pugliese,tango,104.122,0.465,0.396
Valsecito Criollo,Héctor Varela y su Orquesta Típica,tango,104.594,0.595,0.663
Oblivion,Esteban Morgado,tango,116.53,0.465,0.366
Che Bandoneón,Aníbal Troilo Y Su Orquesta Típica,tango,86.934,0.426,0.421
Buenos Aires - Tango,Quinteto Real,tango,117.112,0.196,0.676
Dime Mi Amor,Solo Tango Orquesta,tango,72.907,0.416,0.49
Fantasmas,Julieta Laso,tango,88.106,0.256,0.653
Lo Han Visto Con Otra - Remasterizado,Ignacio Corsini,tango,125.855,0.173,0.725
Puente Alsina,Osvaldo Pugliese,tango,96.323,0.256,0.489
Finale (Tango Apasionado) - 2009 Remaster,Astor Piazzolla,tango,95.448,0.151,0.307
El Simpatico,Juan DArienzo y su Orquesta Típica,tango,133.125,0.499,0.649
Hasta Siempre Amor,Jorge Valdez,tango,120.719,0.432,0.488
Remolino,Orquesta Francini-Pontier,tango,119.436,0.167,0.496
No Se,Otros Aires,tango,174.701,0.537,0.467
En Otros Caminos,Osvaldo Pugliese,tango,112.741,0.26,0.422
El Aeroplano,Conjunto Berretin,tango,97.848,0.273,0.453
Tango de Ayer,Adriana Varela,tango,120.7,0.264,0.586
Remembranzas,Osvaldo Pugliese,tango,107.911,0.2,0.326
Igual Que una Sombra,Miguel Calo,tango,125.749,0.213,0.606
La Gayola,Julio Sosa,tango,125.399,0.648,0.451
La Yumba - Instrumental,Osvaldo Pugliese,tango,121.067,0.302,0.793
Rakkauden satu,Reijo Taipale,tango,87.179,0.607,0.41
Indiferencia (Con Alberto Echague),Juan DArienzo,tango,129.111,0.128,0.794
Olen saanut elää,Reijo Taipale,tango,105.254,0.332,0.587
Milonga Vieja Milonga,Alberto Echagüe,tango,101.504,0.401,0.791
Nobleza de Arrabal,Carlos Di Sarli,tango,136.46,0.253,0.746
Muñeca Brava,Malena Muyala,tango,117.857,0.136,0.595
Helmenkalastaja,Reijo Taipale,tango,118.738,0.618,0.623
Mi Dolor,Héctor Mauré,tango,108.35,0.265,0.367
Ojos Negros - Instrumental,Osvaldo Pugliese,tango,110.978,0.293,0.482
Y Te Parece Todavía (with Jorge Falcón),Héctor Varela,tango,125.956,0.347,0.514
Boleta,Adriana Varela,tango,129.045,0.267,0.625
Sabor De Adiós - Remasterizado,Héctor Varela,tango,62.075,0.401,0.539
Cambalache (with Armando Pontier y su Orquesta),Julio Sosa,tango,120.649,0.547,0.649
El Torito,Alfredo De Angelis,tango,113.328,0.525,0.506
Cambalache (with Leopoldo Federico y Su Orquesta),Julio Sosa,tango,121.075,0.566,0.543
Desagradecida,Alfredo De Angelis,tango,97.979,0.524,0.551
Milonga del Uruguay,Donato Racciatti y Su Orquesta Típica,tango,108.542,0.642,0.592
Mi serenata,Romántica Milonguera,tango,122.721,0.404,0.517
Paciencia,Chino Laborde,tango,144.164,0.567,0.622
Sur,Anibal Troilo y su orquesta,tango,52.446,0.402,0.347
Tristeza de un doble A,Astor Piazzolla,tango,142.643,0.109,0.383
Jueves,Orquesta Juan D Arienzo,tango,125.963,0.499,0.707
Lo Que Nunca Te Diran,Ada Falcón,tango,74.55,0.146,0.664
Histoire du tango: I. Bordel 1900,Astor Piazzolla,tango,82.744,0.269,0.677
Histoire du tango: II. Café 1930,Astor Piazzolla,tango,74.227,0.114,0.312
Uno,Alberto Podestá,tango,109.344,0.109,0.518
Syksyn muistoja,Taisto Tammi,tango,102.138,0.214,0.31
Quien Sera,Edgardo Donato,tango,107.925,0.3,0.768
Histoire du tango: III. Nightclub 1960,Astor Piazzolla,tango,83.158,0.154,0.368
Negracha - Instrumental,Osvaldo Pugliese,tango,122.587,0.194,0.717
Bien Pulenta,Juan DArienzo y su Orquesta Típica,tango,133.361,0.542,0.635
Mano A Mano,Carlos Gardel,tango,131.883,0.224,0.689
Mendocina,Pedro Laurenz,tango,102.601,0.215,0.558
De Vuelta y Media,Roberto Grela,tango,100.393,0.472,0.375
SVP,Forever Tango,tango,95.736,0.408,0.251
Histoire du tango: IV. Concert d'aujourd'hui,Astor Piazzolla,tango,153.292,0.325,0.587
"Te Vas, Milonga",Roberto Grela,tango,96.601,0.416,0.33
Adiós Nonino,Astor Piazzolla,tango,114.347,0.221,0.419
Yira-Yira,Carlos Gardel,tango,122.587,0.155,0.712
Palomita Blanca,Carlos Gardel,tango,74.796,0.569,0.657
Mano a Mano,Carlos Gardel,tango,124.515,0.538,0.664
Maradoneando,Quinteto Negro La Boca,tango,118.165,0.369,0.563
Chiquilín de Bachín,Roberto Goyeneche,tango,115.09,0.357,0.33
"Tristeza de un Doble ""a""",Astor Piazzolla,tango,54.33,0.506,0.288
Balada para un Loco,Astor Piazzolla,tango,77.413,0.285,0.37
"María de Buenos Aires, Pt. 1 Scene 3b: Yo soy María (Arr. for Countertenor & String Quartet by Eric Mouret)",Astor Piazzolla,tango,142.047,0.254,0.33
Punaiset lehdet,Olavi Virta,tango,114.508,0.285,0.537
Pavadita,Tango Bardo,tango,118.419,0.412,0.682
Antiguo Reloj De Cobre,Osvaldo Pugliese,tango,118.558,0.233,0.563
La Última Copa,Carlos Gardel,tango,123.76,0.346,0.672
Adíos Pampa Mía,Hugo Del Carril,tango,126.741,0.183,0.544
Argañaraz (Aquellas farras),Ricardo Tanturi,tango,142.934,0.242,0.636
Michelangelo 70,Astor Piazzolla,tango,141.114,0.155,0.581
Emancipación - Instrumental,Osvaldo Pugliese,tango,119.132,0.221,0.621
Allegro - Danza Pastorale. Di pastoral zampogna al suon festante...*,Astor Piazzolla,tango,97.274,0.0469,0.343
Todos Te Quieren - Instrumental,Angel DAgostino,tango,110.649,0.347,0.718
You're Mine (feat. Oscar And The Wolf),Raving George,techno,107.983,0.474,0.741
Aura,Avoure,techno,123.0,0.604,0.684
Honey Trap,Hozho,techno,127.013,0.762,0.711
Drown - Massano Remix,Øostil,techno,122.001,0.745,0.788
Dance With Me,Kevin de Vries,techno,124.003,0.704,0.792
Für Heisenberg,Hozho,techno,127.002,0.598,0.64
Ray,Avoure,techno,121.985,0.714,0.568
Around - Solomun Vox,Noir,techno,115.0,0.345,0.867
The Feeling,Massano,techno,123.998,0.603,0.755
Pont de la Caille,Hidden Empire,techno,123.98,0.901,0.678
好き好き大好き - 2016 Remaster,Jun Togawa,techno,140.363,0.89,0.767
Children - Radio Edit,Deborah de Luca,techno,134.996,0.948,0.553
Like A Friend - Radio Edit,Goom Gum,techno,122.994,0.852,0.61
Unexpected Things,Hozho,techno,127.017,0.657,0.695
Sat Narayan,Hozho,techno,127.0,0.543,0.727
Full Measures,Hozho,techno,127.03,0.693,0.781
Troubles in Paradise,Hozho,techno,127.014,0.762,0.757
Something Else,Hozho,techno,127.02,0.864,0.674
The Mirage,Agents Of Time,techno,126.0,0.866,0.724
Be The Best & Fuck The Rest - Original Mix,Hozho,techno,127.012,0.726,0.754
木枯しに抱かれて,Kyoko Koizumi,techno,113.82,0.779,0.64
Papercut,Zedd,techno,125.997,0.92,0.647
Spectrum,Zedd,techno,129.99,0.801,0.609
Magnetik,Malandra Jr.,techno,121.032,0.651,0.74
The Feeling - 2022 Remaster,Massano,techno,123.983,0.862,0.716
Stay - Jonas Blue Remix,Zedd,techno,125.009,0.846,0.763
Childhood's End,Satoshi Imano,techno,127.001,0.585,0.792
Jatayu,Colyn,techno,124.006,0.804,0.706
Yeke Yeke,Stylo,techno,121.993,0.777,0.731
Dushanbe,AfterU,techno,121.999,0.685,0.675
Paradise Circus,Hozho,techno,127.006,0.72,0.747
Oxygen Levels Low,Colyn,techno,125.006,0.811,0.803
Everytime We Touch - Sound Rush Remix,Cascada,techno,150.056,0.961,0.57
Mr. Vain - Original Radio Edit,Culture Beat,techno,132.872,0.997,0.703
Universal Consciousness,Charlotte de Witte,techno,137.022,0.91,0.738
Enough for Me,Talla 2XLC,techno,138.037,0.944,0.545
Tape Space,Joyhauser,techno,133.987,0.984,0.66
Jingle Bells - Single Version,Yello,techno,129.998,0.64,0.666
Noise,Denis Horvat,techno,122.982,0.703,0.556
Ancient Dream,Zimmz,techno,130.004,0.883,0.696
Too Late - Damon Jee Remix,Brigado Crew,techno,121.996,0.84,0.74
Retrida,Angelov,techno,123.001,0.832,0.797
This Is Your Life (feat. Tyler Durden),The Dust Brothers,techno,158.782,0.851,0.539
Trust The Hours,Giorgia Angiuli,techno,124.016,0.556,0.717
"Rhythm Is a Dancer (7"" Edit)",SNAP!,techno,124.249,0.745,0.794
Freedom,Stephan Jolk,techno,125.009,0.665,0.626
Storyteller,Hozho,techno,127.016,0.655,0.732
We Control,Lilly Palmer,techno,133.024,0.815,0.707
Tell Me Something Good,Ewan McVicar,techno,125.976,0.796,0.812
Ignite - 2016 League Of Legends World Championship,Zedd,techno,127.967,0.741,0.723
Korrigan - Satoshi Imano Remix,Satoshi Imano,techno,122.008,0.853,0.573
